"Destination","Configuration","Duration (Scroll_Deceleration) (Average)","Duration (Scroll_Deceleration) (Iterations)","Duration (Scroll_Deceleration) (Baseline)"
"iPhone 17 Pro iOS Simulator 26.5","Test Scheme Action","2.433329084 s","[2.4336926670000003, 2.432722667, 2.433571917]","0"
